T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
643,Russian Federation,2017,Balance of Payments: Capital account (millions of US dollars),-233,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,1995,Balance of Payments: Financial account (millions of US dollars),"-7,560",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2005,Balance of Payments: Financial account (millions of US dollars),"67,015",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2010,Balance of Payments: Financial account (millions of US dollars),"58,278",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2015,Balance of Payments: Financial account (millions of US dollars),"70,636",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2016,Balance of Payments: Financial account (millions of US dollars),"19,115",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2017,Balance of Payments: Financial account (millions of US dollars),"38,745",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2010,Balance of Payments: Current account (millions of US dollars),-427,Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2015,Balance of Payments: Current account (millions of US dollars),"-1,201",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2016,Balance of Payments: Current account (millions of US dollars),"-1,336",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2017,Balance of Payments: Current account (millions of US dollars),-628,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2010,Balance of Payments: Capital account (millions of US dollars),286,Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2015,Balance of Payments: Capital account (millions of US dollars),300,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2016,Balance of Payments: Capital account (millions of US dollars),190,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2017,Balance of Payments: Capital account (millions of US dollars),190,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2010,Balance of Payments: Financial account (millions of US dollars),-207,Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2015,Balance of Payments: Financial account (millions of US dollars),-718,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2016,Balance of Payments: Financial account (millions of US dollars),"-1,078",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
646,Rwanda,2017,Balance of Payments: Financial account (millions of US dollars),-537,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,1985,Balance of Payments: Current account (millions of US dollars),-7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,1995,Balance of Payments: Current account (millions of US dollars),-45,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2005,Balance of Payments: Current account (millions of US dollars),-65,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2010,Balance of Payments: Current account (millions of US dollars),-139,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2015,Balance of Payments: Current account (millions of US dollars),-85,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2016,Balance of Payments: Current account (millions of US dollars),-102,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,1995,Balance of Payments: Capital account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2005,Balance of Payments: Capital account (millions of US dollars),12,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2010,Balance of Payments: Capital account (millions of US dollars),56,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2015,Balance of Payments: Capital account (millions of US dollars),49,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2016,Balance of Payments: Capital account (millions of US dollars),42,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,1985,Balance of Payments: Financial account (millions of US dollars),-7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,1995,Balance of Payments: Financial account (millions of US dollars),-23,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2005,Balance of Payments: Financial account (millions of US dollars),-36,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2010,Balance of Payments: Financial account (millions of US dollars),-109,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2015,Balance of Payments: Financial account (millions of US dollars),-109,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
659,Saint Kitts and Nevis,2016,Balance of Payments: Financial account (millions of US dollars),-122,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,1985,Balance of Payments: Current account (millions of US dollars),-13,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,1995,Balance of Payments: Current account (millions of US dollars),-36,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,2005,Balance of Payments: Current account (millions of US dollars),-129,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,2010,Balance of Payments: Current account (millions of US dollars),-203,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,2015,Balance of Payments: Current account (millions of US dollars),112,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,2016,Balance of Payments: Current account (millions of US dollars),-31,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,1995,Balance of Payments: Capital account (millions of US dollars),12,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,2005,Balance of Payments: Capital account (millions of US dollars),4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
662,Saint Lucia,2010,Balance of Payments: Capital account (millions of US dollars),42,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
